text,audio_path,image_path,template
παραγωγή,ar/ar_production.mp3,greece.png,2
GM,hi/hi_gms.mp3,japan.png,2
χαρτί υγείας,el/el_buying.mp3,ILSVRC/Data/CLS-LOC/train/n15075141/n15075141_16743.JPEG,1
बर्लिंगम,ar/ar_burlingame.mp3,india.png,2
δερμάτινη χελώνα,el/el_clicks.mp3,ILSVRC/Data/CLS-LOC/train/n01665541/n01665541_11266.JPEG,1
έριξε,en/en_pitched.mp3,greece.png,2
وعل,ar/ar_tenderness.mp3,ILSVRC/Data/CLS-LOC/train/n02417914/n02417914_25888.JPEG,1
كلب الصيد إيبيزان,ar/ar_teenagers.mp3,ILSVRC/Data/CLS-LOC/train/n02091244/n02091244_3373.JPEG,1
ROM,ja/ja_rom.mp3,india.png,2
クサカゲロウ,ja/ja_pem.mp3,ILSVRC/Data/CLS-LOC/train/n02264363/n02264363_1655.JPEG,1
lte,el/el_ltte.mp3,lebanon.png,2
ダリル,ar/ar_daryl.mp3,japan.png,2
κορινθίους,ar/ar_corinthians.mp3,greece.png,2
consideration,el/el_consideration.mp3,usa.png,2
उबासी लेना,hi/hi_incarcerated.mp3,ILSVRC/Data/CLS-LOC/train/n04612504/n04612504_20553.JPEG,1
السعي,hi/hi_seeking.mp3,lebanon.png,2
injured,ar/ar_injured.mp3,usa.png,2
खलिहान,hi/hi_inquiry.mp3,ILSVRC/Data/CLS-LOC/train/n02793495/n02793495_22480.JPEG,1
おっぱい,en/en_titten.mp3,japan.png,2
बासेट,hi/hi_crease.mp3,ILSVRC/Data/CLS-LOC/train/n02088238/n02088238_7704.JPEG,1
nouvelle,hi/hi_nouvelle.mp3,usa.png,2
σκούπα,hi/hi_broome.mp3,greece.png,2
wisconsin,ja/ja_wisconsin.mp3,usa.png,2
फ़िडलर केकड़ा,hi/hi_reconstructive.mp3,ILSVRC/Data/CLS-LOC/train/n01980166/n01980166_7321.JPEG,1
apj,ar/ar_apj.mp3,greece.png,2
ساعة رقمية,ar/ar_biscuit.mp3,ILSVRC/Data/CLS-LOC/train/n03197337/n03197337_1265.JPEG,1
إلخ,hi/hi_mcm.mp3,lebanon.png,2
ignition,hi/hi_ignition.mp3,usa.png,2
ανακαλώντας,hi/hi_recalling.mp3,greece.png,2
बोस्टन बैल,hi/hi_taliban.mp3,ILSVRC/Data/CLS-LOC/train/n02096585/n02096585_2008.JPEG,1
علبة اقلام الرصاص,ar/ar_birthplace.mp3,ILSVRC/Data/CLS-LOC/train/n03908618/n03908618_42913.JPEG,1
φακό,el/el_dated.mp3,ILSVRC/Data/CLS-LOC/train/n03692522/n03692522_6848.JPEG,1
penetrating,hi/hi_penetrating.mp3,usa.png,2
गरम पानी का झरना,hi/hi_accelerating.mp3,ILSVRC/Data/CLS-LOC/train/n09288635/n09288635_9053.JPEG,1
safety pin,en/en_communicates.mp3,ILSVRC/Data/CLS-LOC/train/n04127249/n04127249_2314.JPEG,1
カーディガン,ja/ja_salaries.mp3,ILSVRC/Data/CLS-LOC/train/n02963159/n02963159_9428.JPEG,1
شعر مستعار,ar/ar_vincent.mp3,ILSVRC/Data/CLS-LOC/train/n04584207/n04584207_27540.JPEG,1
ビールグラス,ja/ja_jealousy.mp3,ILSVRC/Data/CLS-LOC/train/n02823750/n02823750_5442.JPEG,1
गुँथा हुआ आटा,hi/hi_lectures.mp3,ILSVRC/Data/CLS-LOC/train/n07860988/n07860988_30587.JPEG,1
غرونوبل,ja/ja_grenoble.mp3,lebanon.png,2
άμαξα,el/el_enquirer.mp3,ILSVRC/Data/CLS-LOC/train/n03538406/n03538406_18038.JPEG,1
المثلية,ja/ja_homeopathic.mp3,lebanon.png,2
急ぐ,ja/ja_planned.mp3,ILSVRC/Data/CLS-LOC/train/n01534433/n01534433_15226.JPEG,1
航空運賃,el/el_airfares.mp3,japan.png,2
जीव,ar/ar_critter.mp3,india.png,2
キスした,hi/hi_kissed.mp3,japan.png,2
インサート,el/el_inserts.mp3,japan.png,2
人口を投入する,el/el_populate.mp3,japan.png,2
घुंघराले-लेपित रिट्रीवर,hi/hi_toric.mp3,ILSVRC/Data/CLS-LOC/train/n02099429/n02099429_5956.JPEG,1
積まれた,ar/ar_piled.mp3,japan.png,2
経済,el/el_economy.mp3,japan.png,2
ツー,ar/ar_tzu.mp3,japan.png,2
ピケット,el/el_picket.mp3,japan.png,2
hun,el/el_hun.mp3,usa.png,2
または,ar/ar_vai.mp3,japan.png,2
excel,el/el_excel.mp3,usa.png,2
com.stdout,ja/ja_stdout.mp3,lebanon.png,2
लाल हड्डी,hi/hi_meme.mp3,ILSVRC/Data/CLS-LOC/train/n02090379/n02090379_5800.JPEG,1
زخرفة,el/el_ornament.mp3,lebanon.png,2
تكبير - اتساع,el/el_enlargement.mp3,lebanon.png,2
χαλύβδινη τοξωτή γέφυρα,el/el_baptized.mp3,ILSVRC/Data/CLS-LOC/train/n04311004/n04311004_90.JPEG,1
band,hi/hi_band.mp3,usa.png,2
بدلة,ar/ar_carp.mp3,ILSVRC/Data/CLS-LOC/train/n04350905/n04350905_22500.JPEG,1
λάχανο πεταλούδα,el/el_danish.mp3,ILSVRC/Data/CLS-LOC/train/n02280649/n02280649_6524.JPEG,1
शेफ़र,ja/ja_schaefer.mp3,india.png,2
بونفيل,hi/hi_bonneville.mp3,lebanon.png,2
water bottle,en/en_utm.mp3,ILSVRC/Data/CLS-LOC/train/n04557648/n04557648_2601.JPEG,1
うーん,ar/ar_ugh.mp3,japan.png,2
broccoli,hi/hi_broccoli.mp3,usa.png,2
most,hi/hi_most.mp3,usa.png,2
μπόλιγουντ,ja/ja_bollywood.mp3,greece.png,2
οπωροφάγο πτηνό με μέγα ράμφο,el/el_guitar.mp3,ILSVRC/Data/CLS-LOC/train/n01843383/n01843383_3398.JPEG,1
カウボーイブーツ,ja/ja_experimentation.mp3,ILSVRC/Data/CLS-LOC/train/n03124043/n03124043_5122.JPEG,1
लेता है,el/el_takes.mp3,india.png,2
मापने वाला कप,hi/hi_cmyk.mp3,ILSVRC/Data/CLS-LOC/train/n03733805/n03733805_6409.JPEG,1
كوت الجرس,ar/ar_infor.mp3,ILSVRC/Data/CLS-LOC/train/n02825657/n02825657_5791.JPEG,1
يظهر,hi/hi_apar.mp3,lebanon.png,2
ζωηρός,hi/hi_brisk.mp3,greece.png,2
مكون,en/en_compusa.mp3,lebanon.png,2
ομοιομορφία,ar/ar_uniformity.mp3,greece.png,2
जर्मन शेपर्ड,hi/hi_completion.mp3,ILSVRC/Data/CLS-LOC/train/n02106662/n02106662_4498.JPEG,1
atrophy,hi/hi_atrophy.mp3,usa.png,2
डंग बीटल,hi/hi_announced.mp3,ILSVRC/Data/CLS-LOC/train/n02172182/n02172182_5294.JPEG,1
يعصر,ja/ja_squeeze.mp3,lebanon.png,2
gan,hi/hi_gan.mp3,usa.png,2
अन्वेषण करना,ja/ja_explore.mp3,india.png,2
प्रक्रिया में,en/en_underway.mp3,india.png,2
未評価,en/en_unrated.mp3,japan.png,2
σχεδιαστής,ar/ar_planner.mp3,greece.png,2
picket fence,en/en_acknowledges.mp3,ILSVRC/Data/CLS-LOC/train/n03930313/n03930313_11752.JPEG,1
エキサイト,ar/ar_excite.mp3,japan.png,2
ごみ収集車,ja/ja_nuys.mp3,ILSVRC/Data/CLS-LOC/train/n03417042/n03417042_16688.JPEG,1
डुवल,en/en_duval.mp3,india.png,2
सही,el/el_sax.mp3,india.png,2
μαζεύω,el/el_cottonwood.mp3,ILSVRC/Data/CLS-LOC/train/n02100583/n02100583_5061.JPEG,1
transactional,ar/ar_transactional.mp3,usa.png,2
शॉवर कैप,hi/hi_densely.mp3,ILSVRC/Data/CLS-LOC/train/n04209133/n04209133_11231.JPEG,1
मकड़ी बंदर,hi/hi_sinai.mp3,ILSVRC/Data/CLS-LOC/train/n02493793/n02493793_4626.JPEG,1
لوب,hi/hi_loeb.mp3,lebanon.png,2
αμφίβιο,el/el_introduction.mp3,ILSVRC/Data/CLS-LOC/train/n02704792/n02704792_18561.JPEG,1
cheeseburger,en/en_commences.mp3,ILSVRC/Data/CLS-LOC/train/n07697313/n07697313_11738.JPEG,1
أخضر,ja/ja_green.mp3,lebanon.png,2
प्रकाश,hi/hi_tortured.mp3,ILSVRC/Data/CLS-LOC/train/n02814860/n02814860_38245.JPEG,1
ティーポット,ja/ja_mhc.mp3,ILSVRC/Data/CLS-LOC/train/n04398044/n04398044_14358.JPEG,1
アメリカクロクマ,ja/ja_dividend.mp3,ILSVRC/Data/CLS-LOC/train/n02133161/n02133161_461.JPEG,1
نايك,hi/hi_nike.mp3,lebanon.png,2
dwyer,ja/ja_dwyer.mp3,usa.png,2
πολύπλοκος,hi/hi_intricate.mp3,greece.png,2
टेडी,hi/hi_psychologically.mp3,ILSVRC/Data/CLS-LOC/train/n04399382/n04399382_5591.JPEG,1
बच्चा,en/en_babe.mp3,india.png,2
ストップウォッチ,ja/ja_cpg.mp3,ILSVRC/Data/CLS-LOC/train/n04328186/n04328186_16493.JPEG,1
τόξο,el/el_coveted.mp3,ILSVRC/Data/CLS-LOC/train/n02879718/n02879718_3405.JPEG,1
piggy bank,en/en_shoppe.mp3,ILSVRC/Data/CLS-LOC/train/n03935335/n03935335_21786.JPEG,1
التخلص,ja/ja_disposing.mp3,lebanon.png,2
Εξαρτάται,en/en_depends.mp3,greece.png,2
potpie,en/en_behringer.mp3,ILSVRC/Data/CLS-LOC/train/n07875152/n07875152_1994.JPEG,1
着陸,hi/hi_landing.mp3,japan.png,2
البكيني أحد أبناء بكين,ar/ar_ballarat.mp3,ILSVRC/Data/CLS-LOC/train/n02086079/n02086079_28996.JPEG,1
μπαρακούτα,el/el_myspace.mp3,ILSVRC/Data/CLS-LOC/train/n02514041/n02514041_9567.JPEG,1
هيمسكوت,ja/ja_hemscott.mp3,lebanon.png,2
不死,ar/ar_immortality.mp3,japan.png,2
giant panda,en/en_zona.mp3,ILSVRC/Data/CLS-LOC/train/n02510455/n02510455_35417.JPEG,1
बरसाती,hi/hi_disposable.mp3,ILSVRC/Data/CLS-LOC/train/n04479046/n04479046_22273.JPEG,1
δηλαδή,ja/ja_iea.mp3,greece.png,2
بنغلس,el/el_bengals.mp3,lebanon.png,2
एंटीऑक्सीडेंट,en/en_antioxidants.mp3,india.png,2
نص,hi/hi_texte.mp3,lebanon.png,2
トラクター,ja/ja_profane.mp3,ILSVRC/Data/CLS-LOC/train/n04465501/n04465501_2981.JPEG,1
標準,hi/hi_std.mp3,japan.png,2
menu,en/en_invading.mp3,ILSVRC/Data/CLS-LOC/train/n07565083/n07565083_4069.JPEG,1
पेट्री डिश,hi/hi_beastiality.mp3,ILSVRC/Data/CLS-LOC/train/n03920288/n03920288_380.JPEG,1
بندقية,ar/ar_excite.mp3,ILSVRC/Data/CLS-LOC/train/n02749479/n02749479_35829.JPEG,1
मिंडी,en/en_mindy.mp3,india.png,2
الزيز,ar/ar_tested.mp3,ILSVRC/Data/CLS-LOC/train/n02256656/n02256656_13041.JPEG,1
هاه,el/el_hoh.mp3,lebanon.png,2
εσπρέσο,el/el_schematics.mp3,ILSVRC/Data/CLS-LOC/train/n07920052/n07920052_17590.JPEG,1
advertisements,ja/ja_advertisements.mp3,usa.png,2
手のひら,ar/ar_palm.mp3,japan.png,2
ανεκτικός,hi/hi_tolerant.mp3,greece.png,2
nudity,ja/ja_nudity.mp3,usa.png,2
بابا الفاتيكان,en/en_pope.mp3,lebanon.png,2
برينان,ja/ja_brennan.mp3,lebanon.png,2
أعشاب,hi/hi_herbs.mp3,lebanon.png,2
蝉,ja/ja_regexp.mp3,ILSVRC/Data/CLS-LOC/train/n02256656/n02256656_7487.JPEG,1
chocolate sauce,en/en_hobbynutten.mp3,ILSVRC/Data/CLS-LOC/train/n07836838/n07836838_890.JPEG,1
事務,el/el_affairs.mp3,japan.png,2
छाती,hi/hi_guarding.mp3,ILSVRC/Data/CLS-LOC/train/n03014705/n03014705_14365.JPEG,1
Pomeranian,hi/hi_swimwear.mp3,ILSVRC/Data/CLS-LOC/train/n02112018/n02112018_8055.JPEG,1
suspension bridge,en/en_muted.mp3,ILSVRC/Data/CLS-LOC/train/n04366367/n04366367_6972.JPEG,1
أبو بريص النطاقات,ar/ar_puppets.mp3,ILSVRC/Data/CLS-LOC/train/n01675722/n01675722_10548.JPEG,1
नियोक्ताओं,el/el_recruiters.mp3,india.png,2
πιάνο με ουρά,el/el_ebuyer.mp3,ILSVRC/Data/CLS-LOC/train/n03452741/n03452741_13771.JPEG,1
छाता,hi/hi_corruption.mp3,ILSVRC/Data/CLS-LOC/train/n04507155/n04507155_5624.JPEG,1
scented,ar/ar_scented.mp3,usa.png,2
चेसापीक बे रिट्रीवर,hi/hi_faiths.mp3,ILSVRC/Data/CLS-LOC/train/n02099849/n02099849_2438.JPEG,1
water bottle,en/en_follando.mp3,ILSVRC/Data/CLS-LOC/train/n04557648/n04557648_2991.JPEG,1
Νοέμβριος,en/en_november.mp3,greece.png,2
モーリス,hi/hi_maurice.mp3,japan.png,2
लिंग,en/en_sexo.mp3,india.png,2
कटहल,hi/hi_billions.mp3,ILSVRC/Data/CLS-LOC/train/n07754684/n07754684_38737.JPEG,1
अवहेलना,ja/ja_override.mp3,india.png,2
दर्शाता है,ar/ar_indicates.mp3,india.png,2
नमकदानी,hi/hi_wah.mp3,ILSVRC/Data/CLS-LOC/train/n04131690/n04131690_13729.JPEG,1
生合成,ar/ar_biosynthesis.mp3,japan.png,2
βόνασος,el/el_tipped.mp3,ILSVRC/Data/CLS-LOC/train/n02410509/n02410509_3442.JPEG,1
単に,hi/hi_merely.mp3,japan.png,2
telford,hi/hi_telford.mp3,usa.png,2
ألف,en/en_mil.mp3,lebanon.png,2
είδος κυνηγετικού σκύλου,el/el_burst.mp3,ILSVRC/Data/CLS-LOC/train/n02088238/n02088238_5939.JPEG,1
निम्नीकरण,en/en_degradation.mp3,india.png,2
πλάκα,el/el_mined.mp3,ILSVRC/Data/CLS-LOC/train/n07579787/n07579787_2078.JPEG,1
कटहल,hi/hi_sleepwear.mp3,ILSVRC/Data/CLS-LOC/train/n07754684/n07754684_20815.JPEG,1
ساعة حائط,ar/ar_silt.mp3,ILSVRC/Data/CLS-LOC/train/n04548280/n04548280_4346.JPEG,1
शायद,en/en_pea.mp3,india.png,2
核,el/el_nuclei.mp3,japan.png,2
प्यारे,hi/hi_occupational.mp3,ILSVRC/Data/CLS-LOC/train/n02422106/n02422106_4473.JPEG,1
安全,ja/ja_landry.mp3,ILSVRC/Data/CLS-LOC/train/n04125021/n04125021_3471.JPEG,1
buff,ja/ja_buff.mp3,usa.png,2
netball,ja/ja_netball.mp3,usa.png,2
दत्तक ग्रहण,ar/ar_adoption.mp3,india.png,2
νεροβουβαλο,el/el_speaking.mp3,ILSVRC/Data/CLS-LOC/train/n02408429/n02408429_118.JPEG,1
كاسبر,el/el_casper.mp3,lebanon.png,2
携帯電話,ar/ar_cellphones.mp3,japan.png,2
アルバニー,en/en_albany.mp3,japan.png,2
関税,ja/ja_organisational.mp3,ILSVRC/Data/CLS-LOC/train/n03840681/n03840681_4697.JPEG,1
قائمة الفيلة,ja/ja_elephantlist.mp3,lebanon.png,2
आंतें,en/en_bowel.mp3,india.png,2
दूल्हा,hi/hi_primates.mp3,ILSVRC/Data/CLS-LOC/train/n10148035/n10148035_86.JPEG,1
環境,el/el_medion.mp3,japan.png,2
الشذوذ,ja/ja_anomalies.mp3,lebanon.png,2
brand,ja/ja_brand.mp3,usa.png,2
Staffordshire bullterrier,el/el_omni.mp3,ILSVRC/Data/CLS-LOC/train/n02093256/n02093256_2611.JPEG,1
इकिडना,hi/hi_discovers.mp3,ILSVRC/Data/CLS-LOC/train/n01872401/n01872401_1107.JPEG,1
लौटा हुआ,ja/ja_returned.mp3,india.png,2
सूजन,en/en_neoplasm.mp3,india.png,2
sea cucumber,en/en_burns.mp3,ILSVRC/Data/CLS-LOC/train/n02321529/n02321529_5876.JPEG,1
ποιμένας,ar/ar_shepard.mp3,greece.png,2
βλέπω,el/el_basilica.mp3,ILSVRC/Data/CLS-LOC/train/n01608432/n01608432_25540.JPEG,1
運ぶ,en/en_carries.mp3,japan.png,2
रिफ,en/en_riffs.mp3,india.png,2
account,hi/hi_account.mp3,usa.png,2
覆われていない,hi/hi_uncovered.mp3,japan.png,2
बोटी गोश्त,hi/hi_figures.mp3,ILSVRC/Data/CLS-LOC/train/n07871810/n07871810_24932.JPEG,1
sterile,ar/ar_sterile.mp3,usa.png,2
exercised,ja/ja_exercised.mp3,usa.png,2
視力,hi/hi_acuity.mp3,japan.png,2
कॉकर स्पेनियल,hi/hi_sing.mp3,ILSVRC/Data/CLS-LOC/train/n02102318/n02102318_2919.JPEG,1
horned viper,en/en_transcriptions.mp3,ILSVRC/Data/CLS-LOC/train/n01753488/n01753488_6428.JPEG,1
पढ़ता,el/el_lester.mp3,india.png,2
巣箱,ja/ja_listmania.mp3,ILSVRC/Data/CLS-LOC/train/n02843684/n02843684_24948.JPEG,1
spec,el/el_spec.mp3,usa.png,2
क्लैप्टन,ja/ja_clapton.mp3,india.png,2
भाप गतिविशिष्ट,hi/hi_kwan.mp3,ILSVRC/Data/CLS-LOC/train/n04310018/n04310018_15439.JPEG,1
πλευρά,ja/ja_sab.mp3,greece.png,2
デイジー,ja/ja_macromedia.mp3,ILSVRC/Data/CLS-LOC/train/n11939491/n11939491_15750.JPEG,1
pirate,en/en_tangible.mp3,ILSVRC/Data/CLS-LOC/train/n03947888/n03947888_46711.JPEG,1
ब्रिटनी स्पैनियल,hi/hi_pak.mp3,ILSVRC/Data/CLS-LOC/train/n02101388/n02101388_22314.JPEG,1
पेंच,hi/hi_moc.mp3,ILSVRC/Data/CLS-LOC/train/n13054560/n13054560_8781.JPEG,1
wig,en/en_ascend.mp3,ILSVRC/Data/CLS-LOC/train/n04584207/n04584207_12964.JPEG,1
अंग,hi/hi_icon.mp3,ILSVRC/Data/CLS-LOC/train/n03854065/n03854065_3186.JPEG,1
apron,en/en_formed.mp3,ILSVRC/Data/CLS-LOC/train/n02730930/n02730930_21233.JPEG,1
ミニチュアピンシャー,ja/ja_keepers.mp3,ILSVRC/Data/CLS-LOC/train/n02107312/n02107312_6275.JPEG,1
orson,ar/ar_orson.mp3,usa.png,2
davie,ja/ja_davie.mp3,usa.png,2
अंग्रेजी सेटर,hi/hi_roach.mp3,ILSVRC/Data/CLS-LOC/train/n02100735/n02100735_503.JPEG,1
vine snake,en/en_arable.mp3,ILSVRC/Data/CLS-LOC/train/n01739381/n01739381_4962.JPEG,1
loriket,el/el_frontgate.mp3,ILSVRC/Data/CLS-LOC/train/n01820546/n01820546_133.JPEG,1
聖体拝領,hi/hi_communion.mp3,japan.png,2
ジャイアントシュナウザー,ja/ja_xda.mp3,ILSVRC/Data/CLS-LOC/train/n02097130/n02097130_9353.JPEG,1
समन्वय,en/en_coordination.mp3,india.png,2
जनता,en/en_public.mp3,india.png,2
वृक्षों वाले मेंढक,hi/hi_imperial.mp3,ILSVRC/Data/CLS-LOC/train/n01644373/n01644373_4645.JPEG,1
能力,el/el_abilities.mp3,japan.png,2
الجوز الاسكواش,ar/ar_maniacs.mp3,ILSVRC/Data/CLS-LOC/train/n07717556/n07717556_5948.JPEG,1
वे थे,hi/hi_pwc.mp3,ILSVRC/Data/CLS-LOC/train/n02865351/n02865351_30109.JPEG,1
ノーフォークテリア,ja/ja_shorthand.mp3,ILSVRC/Data/CLS-LOC/train/n02094114/n02094114_6189.JPEG,1
βελανίδι,el/el_equate.mp3,ILSVRC/Data/CLS-LOC/train/n12267677/n12267677_7136.JPEG,1
مرارة,ar/ar_safes.mp3,ILSVRC/Data/CLS-LOC/train/n02011460/n02011460_185.JPEG,1
ignoring,el/el_ignoring.mp3,usa.png,2
湾,en/en_gulf.mp3,japan.png,2
black widow,en/en_torrent.mp3,ILSVRC/Data/CLS-LOC/train/n01774384/n01774384_6727.JPEG,1
μονάρχης,el/el_tuttle.mp3,ILSVRC/Data/CLS-LOC/train/n02279972/n02279972_23221.JPEG,1
ウズラ,ja/ja_crate.mp3,ILSVRC/Data/CLS-LOC/train/n01806567/n01806567_12063.JPEG,1
كرة سلة,ar/ar_fresh.mp3,ILSVRC/Data/CLS-LOC/train/n02802426/n02802426_340.JPEG,1
ναυαρχείο,ar/ar_admiralty.mp3,greece.png,2
ساعة عقارب,ar/ar_dillon.mp3,ILSVRC/Data/CLS-LOC/train/n02708093/n02708093_1246.JPEG,1
吸入した,en/en_inhaled.mp3,japan.png,2
पेंचकस,hi/hi_valle.mp3,ILSVRC/Data/CLS-LOC/train/n04154565/n04154565_18990.JPEG,1
teddy,en/en_bpm.mp3,ILSVRC/Data/CLS-LOC/train/n04399382/n04399382_8256.JPEG,1
一眼レフ,en/en_slr.mp3,japan.png,2
एपेंज़ेलर,hi/hi_grayscale.mp3,ILSVRC/Data/CLS-LOC/train/n02107908/n02107908_4495.JPEG,1
εκκαθαρίσεις,ar/ar_clearances.mp3,greece.png,2
yellow lady's slipper,en/en_martinez.mp3,ILSVRC/Data/CLS-LOC/train/n12057211/n12057211_10810.JPEG,1
長引く,ar/ar_lingering.mp3,japan.png,2
πρίπλασμα,en/en_modelling.mp3,greece.png,2
πορτρέτο,en/en_portrait.mp3,greece.png,2
العلاج الإشعاعي,en/en_radiotherapy.mp3,lebanon.png,2
bittern,en/en_sacrament.mp3,ILSVRC/Data/CLS-LOC/train/n02011460/n02011460_1532.JPEG,1
इतालवी ग्रेहाउंड,hi/hi_settle.mp3,ILSVRC/Data/CLS-LOC/train/n02091032/n02091032_9376.JPEG,1
siamang,en/en_metal.mp3,ILSVRC/Data/CLS-LOC/train/n02483708/n02483708_7235.JPEG,1
थोड़ा,ja/ja_petit.mp3,india.png,2
南西,ar/ar_southwest.mp3,japan.png,2
cel,ja/ja_cel.mp3,usa.png,2
κηδεμονικός,ja/ja_custodial.mp3,greece.png,2
ロナルド,en/en_ronald.mp3,japan.png,2
عدة النجار,ar/ar_tiles.mp3,ILSVRC/Data/CLS-LOC/train/n02966687/n02966687_14681.JPEG,1
υπεύθυνος,ar/ar_responsible.mp3,greece.png,2
scarcely,hi/hi_scarcely.mp3,usa.png,2
ghostscript,ja/ja_ghostscript.mp3,greece.png,2
αίγαγρος,el/el_sox.mp3,ILSVRC/Data/CLS-LOC/train/n02417914/n02417914_40.JPEG,1
浮いた,en/en_floated.mp3,japan.png,2
الكوبرا الهندية,ar/ar_damage.mp3,ILSVRC/Data/CLS-LOC/train/n01748264/n01748264_13414.JPEG,1
हल,hi/hi_firefighters.mp3,ILSVRC/Data/CLS-LOC/train/n03967562/n03967562_10979.JPEG,1
ambulance,en/en_thur.mp3,ILSVRC/Data/CLS-LOC/train/n02701002/n02701002_17215.JPEG,1
προβολέας,ja/ja_projector.mp3,greece.png,2
βοϊδάμαξα,el/el_jealousy.mp3,ILSVRC/Data/CLS-LOC/train/n03868242/n03868242_3031.JPEG,1
σκοτεινός,ar/ar_obscure.mp3,greece.png,2
शॉवर कैप,hi/hi_expansive.mp3,ILSVRC/Data/CLS-LOC/train/n04209133/n04209133_9687.JPEG,1
جغرافية,en/en_geographical.mp3,lebanon.png,2
تهدئة,ja/ja_soothe.mp3,lebanon.png,2
को प्राप्त,ar/ar_attaining.mp3,india.png,2
बेड़े,en/en_armada.mp3,india.png,2
συνεχής,ja/ja_continous.mp3,greece.png,2
分極化,el/el_polarization.mp3,japan.png,2
ビーバー,ja/ja_analyzing.mp3,ILSVRC/Data/CLS-LOC/train/n02363005/n02363005_44680.JPEG,1
καρβέλι κρέας,el/el_batting.mp3,ILSVRC/Data/CLS-LOC/train/n07871810/n07871810_6890.JPEG,1
エスプレッソ,ja/ja_sachs.mp3,ILSVRC/Data/CLS-LOC/train/n07920052/n07920052_11742.JPEG,1
willow,hi/hi_willow.mp3,usa.png,2
أفعى المضيقة,ar/ar_coastal.mp3,ILSVRC/Data/CLS-LOC/train/n01742172/n01742172_9710.JPEG,1
ケルピー,ja/ja_draco.mp3,ILSVRC/Data/CLS-LOC/train/n02105412/n02105412_3633.JPEG,1
綿棒,ja/ja_hernia.mp3,ILSVRC/Data/CLS-LOC/train/n04367480/n04367480_16499.JPEG,1
था,ar/ar_zen.mp3,india.png,2
πεζοπορώ,ja/ja_hike.mp3,greece.png,2
dell,ja/ja_dell.mp3,usa.png,2
封筒,ja/ja_clarify.mp3,ILSVRC/Data/CLS-LOC/train/n03291819/n03291819_26119.JPEG,1
غير مقصود,en/en_unintended.mp3,lebanon.png,2
كريم واقي من الشمس,ar/ar_genealogical.mp3,ILSVRC/Data/CLS-LOC/train/n04357314/n04357314_12471.JPEG,1
शुभारंभ,ar/ar_launching.mp3,india.png,2
トイプードル,ja/ja_manslaughter.mp3,ILSVRC/Data/CLS-LOC/train/n02113624/n02113624_2473.JPEG,1
पोंचो,hi/hi_symptoms.mp3,ILSVRC/Data/CLS-LOC/train/n03980874/n03980874_17542.JPEG,1
カワウソ,ja/ja_allergies.mp3,ILSVRC/Data/CLS-LOC/train/n02444819/n02444819_2322.JPEG,1
الثور,ar/ar_edwards.mp3,ILSVRC/Data/CLS-LOC/train/n02410509/n02410509_3080.JPEG,1
الاشعال,el/el_primers.mp3,lebanon.png,2
इम्पाला,hi/hi_dems.mp3,ILSVRC/Data/CLS-LOC/train/n02422699/n02422699_12772.JPEG,1
feather boa,en/en_presto.mp3,ILSVRC/Data/CLS-LOC/train/n03325584/n03325584_1801.JPEG,1
निर्णय लिया जाता है,en/en_judged.mp3,india.png,2
με κεφαλαία,ja/ja_capitalized.mp3,greece.png,2
मजाक,el/el_mocking.mp3,india.png,2
ταλαντεύτηκε,ar/ar_swung.mp3,greece.png,2
ποπ μπουκάλι,el/el_churches.mp3,ILSVRC/Data/CLS-LOC/train/n03983396/n03983396_4242.JPEG,1
湖畔,ja/ja_singularity.mp3,ILSVRC/Data/CLS-LOC/train/n09332890/n09332890_21943.JPEG,1
μεζούρα,el/el_biloxi.mp3,ILSVRC/Data/CLS-LOC/train/n03733805/n03733805_3983.JPEG,1
यात्री,el/el_travellers.mp3,india.png,2
sadism,hi/hi_sadism.mp3,usa.png,2
इबिज़न हाउंड,hi/hi_did.mp3,ILSVRC/Data/CLS-LOC/train/n02091244/n02091244_8495.JPEG,1
نافورة,ar/ar_clustered.mp3,ILSVRC/Data/CLS-LOC/train/n03388043/n03388043_13317.JPEG,1
मैनहोल कवर,hi/hi_conformity.mp3,ILSVRC/Data/CLS-LOC/train/n03717622/n03717622_920.JPEG,1
flick,ar/ar_flick.mp3,usa.png,2
デスクトップコンピューター,ja/ja_lids.mp3,ILSVRC/Data/CLS-LOC/train/n03180011/n03180011_10109.JPEG,1
फिसल गया,en/en_slipped.mp3,india.png,2
माराका,hi/hi_tags.mp3,ILSVRC/Data/CLS-LOC/train/n03720891/n03720891_1673.JPEG,1
公平,en/en_impartial.mp3,japan.png,2
μινιατούρα σνάουζερ,el/el_ratchet.mp3,ILSVRC/Data/CLS-LOC/train/n02097047/n02097047_1875.JPEG,1
therapeutics,ar/ar_therapeutics.mp3,usa.png,2
μπάλα ράγκμπι,el/el_chemistry.mp3,ILSVRC/Data/CLS-LOC/train/n04118538/n04118538_1582.JPEG,1
adware,el/el_adware.mp3,usa.png,2
δοκός ισορροπίας,el/el_winn.mp3,ILSVRC/Data/CLS-LOC/train/n02777292/n02777292_25741.JPEG,1
सीजीसी,ja/ja_cgc.mp3,india.png,2
イモリ,ja/ja_gilman.mp3,ILSVRC/Data/CLS-LOC/train/n01630670/n01630670_332.JPEG,1
like,ja/ja_like.mp3,usa.png,2
アカアシシギ,ja/ja_animator.mp3,ILSVRC/Data/CLS-LOC/train/n02028035/n02028035_3623.JPEG,1
